"Duration","Start Time","Profile Name","Country","Bookmark","Latest Bookmark","Supplemental Video Type","Attributes","Device Type","Title"
"00:27:58","2016-02-24 22:02:37","Jose","US (United States)","00:21:50","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 6: New Leads (Episode 20)"
"00:21:54","2016-02-24 21:40:38","Jose","US (United States)","00:21:54","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 6: St. Patrick's Day (Episode 19)"
"00:00:22","2016-02-24 05:19:54","Jose","US (United States)","00:00:22","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 6: St. Patrick's Day (Episode 19)"
"00:17:18","2016-02-23 21:17:22","Jose","US (United States)","00:18:02","Not latest view","","","Netflix Chrome MAC (Cadmium) HTML 5","Revenge: Season 4: Ambush (Episode 7)"
"00:23:25","2016-02-23 00:45:48","Jose","US (United States)","00:23:45","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 6: Delivery: Part 2 (Episode 18)"
"00:19:23","2016-02-23 00:26:20","Jose","US (United States)","00:19:23","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 6: Delivery: Part 1 (Episode 17)"
"00:21:50","2016-02-23 00:03:26","Jose","US (United States)","00:21:50","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 6: Manager and the Salesman (Episode 16)"
"00:21:51","2016-02-22 23:41:29","Jose","US (United States)","00:21:51","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 6: Sabre (Episode 15)"
"00:21:51","2016-02-22 23:19:33","Jose","US (United States)","00:21:51","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 6: The Banker (Episode 14)"
"00:21:51","2016-02-22 22:57:36","Jose","US (United States)","00:21:51","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 6: Secret Santa (Episode 13)"
"00:18:39","2016-02-22 22:38:16","Jose","US (United States)","00:18:40","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 6: The Banker (Episode 14)"
"00:21:50","2016-02-22 22:16:21","Jose","US (United States)","00:21:50","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 6: Secret Santa (Episode 13)"
"00:26:43","2016-02-22 21:49:25","Jose","US (United States)","00:21:51","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 6: Scott's Tots (Episode 12)"
"00:15:32","2016-02-22 21:33:46","Jose","US (United States)","00:21:37","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 6: Shareholder Meeting (Episode 11)"
"00:06:05","2016-02-22 21:27:34","Jose","US (United States)","00:06:05","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 6: Shareholder Meeting (Episode 11)"
"00:00:09","2016-02-22 17:27:37","Jose","US (United States)","00:00:09","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 6: Shareholder Meeting (Episode 11)"
"00:22:05","2016-02-22 17:02:04","Jose","US (United States)","00:21:30","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 6: Murder (Episode 10)"
"00:01:16","2016-02-22 16:57:51","Jose","US (United States)","00:21:49","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 6: Double Date (Episode 9)"
"00:21:31","2016-02-22 05:59:37","Jose","US (United States)","00:21:31","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 6: Double Date (Episode 9)"
"00:21:27","2016-02-22 05:38:02","Jose","US (United States)","00:21:27","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 6: Koi Pond (Episode 8)"
"00:21:46","2016-02-22 05:16:13","Jose","US (United States)","00:21:46","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 6: The Lover (Episode 7)"
"00:06:05","2016-02-22 05:10:03","Jose","US (United States)","00:21:30","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 6: Mafia (Episode 6)"
"00:15:28","2016-02-22 04:48:31","Jose","US (United States)","00:15:28","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 6: Mafia (Episode 6)"
"00:21:28","2016-02-22 04:25:58","Jose","US (United States)","00:21:28","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 6: Niagara: Part 2 (Episode 5)"
"00:24:33","2016-02-22 04:01:04","Jose","US (United States)","00:24:33","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 6: Niagara: Part 1 (Episode 4)"
"00:00:12","2016-02-22 04:00:48","Jose","US (United States)","00:21:18","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 6: The Promotion (Episode 3)"
"00:42:40","2016-02-22 03:24:52","Jose","US (United States)","00:42:40","00:42:40","","","Netflix Chrome MAC (Cadmium) HTML 5","Revenge: Season 4: Damage (Episode 6)"
"00:00:52","2016-02-22 03:23:57","Jose","US (United States)","00:42:35","00:42:35","","","Netflix Chrome MAC (Cadmium) HTML 5","Revenge: Season 4: Repercussions (Episode 5)"
"00:21:58","2016-02-22 02:52:39","Jose","US (United States)","00:21:34","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 6: The Promotion (Episode 3)"
"00:21:44","2016-02-22 02:27:18","Jose","US (United States)","00:21:44","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 6: The Meeting (Episode 2)"
"00:00:09","2016-02-22 02:12:10","Jose","US (United States)","00:41:44","Not latest view","","","Netflix Chrome MAC (Cadmium) HTML 5","Revenge: Season 4: Repercussions (Episode 5)"
"00:17:37","2016-02-22 02:09:37","Jose","US (United States)","00:21:29","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 6: Gossip (Episode 1)"
"00:00:01","2016-02-22 01:55:25","Jose","US (United States)","00:00:00","Not latest view","","","Netflix Chrome MAC (Cadmium) HTML 5","Revenge: Season 4: Repercussions (Episode 5)"
"00:04:59","2016-02-22 01:55:15","Eri","CR (Costa Rica)","00:04:59","Not latest view","","","Samsung 2014 Novatek UHD TV","Modern Family: Season 1: Great Expectations (Episode 8)"
"00:04:10","2016-02-22 01:50:56","Eri","CR (Costa Rica)","00:20:57","Not latest view","","","Samsung 2014 Novatek UHD TV","Modern Family: Season 1: En Garde (Episode 7)"
"00:16:47","2016-02-22 01:34:03","Eri","CR (Costa Rica)","00:16:47","Not latest view","","","Samsung 2014 Novatek UHD TV","Modern Family: Season 1: En Garde (Episode 7)"
"00:57:05","2016-02-22 01:11:22","Jose","US (United States)","00:56:34","00:56:34","","","Safari MAC (Cadmium)","The Shining"
"00:02:15","2016-02-22 01:08:01","Jose","US (United States)","00:03:55","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 6: Gossip (Episode 1)"
"00:21:02","2016-02-22 00:44:41","Eri","CR (Costa Rica)","00:21:01","Not latest view","","","Samsung 2014 Novatek UHD TV","Modern Family: Season 1: Run for Your Wife (Episode 6)"
"00:21:11","2016-02-22 00:23:24","Eri","CR (Costa Rica)","00:21:11","Not latest view","","","Samsung 2014 Novatek UHD TV","Modern Family: Season 1: Coal Digger (Episode 5)"
"00:21:51","2016-02-22 00:01:27","Eri","CR (Costa Rica)","00:21:51","Not latest view","","","Samsung 2014 Novatek UHD TV","Modern Family: Season 1: The Incident (Episode 4)"
"00:21:39","2016-02-21 23:39:28","Eri","CR (Costa Rica)","00:21:25","Not latest view","","","Samsung 2014 Novatek UHD TV","Modern Family: Season 1: Come Fly with Me (Episode 3)"
"00:43:57","2016-02-21 23:21:42","Jose","US (United States)","00:44:34","00:44:34","","","Samsung 2013 MStar X12 Smart TV","Mad Men: Season 1: Ladies Room (Episode 2)"
"00:22:45","2016-02-21 22:57:29","Eri","CR (Costa Rica)","00:21:37","Not latest view","","","Samsung 2014 Novatek UHD TV","Modern Family: Season 1: The Bicycle Thief (Episode 2)"
"00:48:39","2016-02-21 22:32:34","Jose","US (United States)","00:48:39","00:48:39","","","Samsung 2013 MStar X12 Smart TV","Mad Men: Season 1: Smoke Gets in Your Eyes (Episode 1)"
"00:23:14","2016-02-21 22:31:54","Eri","CR (Costa Rica)","00:23:14","Not latest view","","","Samsung 2014 Novatek UHD TV","Modern Family: Season 1: Pilot (Episode 1)"
"00:00:04","2016-02-21 22:31:27","Eri","CR (Costa Rica)","00:00:04","Not latest view","","","Samsung 2014 Novatek UHD TV","Modern Family: Season 2: Boys' Night (Episode 18)"
"00:02:32","2016-02-21 22:28:39","Eri","CR (Costa Rica)","00:02:32","Not latest view","","","Samsung 2014 Novatek UHD TV","Modern Family: Season 2: Boys' Night (Episode 18)"
"00:33:13","2016-02-21 21:54:04","Eri","CR (Costa Rica)","00:33:13","00:33:13","","","Samsung 2014 Novatek UHD TV","Hello Sister, Goodbye Life"
"00:09:20","2016-02-21 21:42:42","Jose","US (United States)","00:09:20","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 6: Gossip (Episode 1)"
"00:25:30","2016-02-21 21:03:30","Jose","US (United States)","00:21:07","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 5: Company Picnic (Episode 28)"
"00:21:06","2016-02-21 20:42:22","Jose","US (United States)","00:21:06","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 5: Cafe Disco (Episode 27)"
"00:13:12","2016-02-21 20:25:15","Jose","US (United States)","00:21:09","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 5: Casual Friday (Episode 26)"
"00:08:10","2016-02-21 19:30:50","Jose","US (United States)","00:07:58","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 5: Casual Friday (Episode 26)"
"00:43:28","2016-02-21 04:37:43","Eri","CR (Costa Rica)","00:43:28","00:43:28","","","Samsung 2014 Novatek UHD TV","Lie to Me: Season 1: The Best Policy (Episode 7)"
"00:41:25","2016-02-21 03:48:02","Jose","US (United States)","00:42:09","00:42:09","","","Samsung 2015 Hawk-M UHD TV","Gossip Girl: Season 3: Dan de Fleurette (Episode 4)"
"00:41:09","2016-02-21 02:58:45","Jose","US (United States)","00:41:57","00:41:57","","","Samsung 2015 Hawk-M UHD TV","Gossip Girl: Season 3: The Lost Boy (Episode 3)"
"00:43:52","2016-02-21 02:10:42","Eri","CR (Costa Rica)","00:43:19","Not latest view","","","Samsung 2014 Novatek UHD TV","Lie to Me: Season 1: Do No Harm (Episode 6)"
"00:00:15","2016-02-21 02:08:25","Eri","CR (Costa Rica)","00:00:19","Not latest view","","","Samsung 2014 Novatek UHD TV","Lie to Me: Season 1: Do No Harm (Episode 6)"
"00:42:10","2016-02-21 01:30:58","Jose","US (United States)","00:42:10","00:42:10","","","Samsung 2015 Hawk-M UHD TV","Gossip Girl: Season 3: The Freshmen (Episode 2)"
"00:43:40","2016-02-21 01:22:27","Eri","CR (Costa Rica)","00:43:40","Not latest view","","","Samsung 2014 Novatek UHD TV","Lie to Me: Season 1: Unchained (Episode 5)"
"00:22:36","2016-02-20 08:01:20","Jose","US (United States)","00:21:15","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: Broke (Episode 25)"
"00:01:45","2016-02-20 07:59:29","Jose","US (United States)","00:21:21","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: Heavy Competition (Episode 24)"
"00:19:35","2016-02-20 07:39:44","Jose","US (United States)","00:19:36","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: Heavy Competition (Episode 24)"
"00:21:02","2016-02-20 07:18:30","Jose","US (United States)","00:21:08","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: Michael Scott Paper Company (Episode 23)"
"00:20:56","2016-02-20 06:57:27","Jose","US (United States)","00:20:58","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: Dream Team (Episode 22)"
"00:21:09","2016-02-20 06:36:12","Jose","US (United States)","00:21:10","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: Two Weeks (Episode 21)"
"00:21:08","2016-02-20 06:14:58","Jose","US (United States)","00:21:08","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: New Boss (Episode 20)"
"00:21:20","2016-02-20 05:53:31","Jose","US (United States)","00:21:21","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: Golden Ticket (Episode 19)"
"00:21:06","2016-02-20 05:32:19","Jose","US (United States)","00:21:06","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: Blood Drive (Episode 18)"
"00:20:17","2016-02-20 05:11:56","Jose","US (United States)","00:21:21","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: Lecture Circuit: Part 2 (Episode 17)"
"00:22:56","2016-02-20 04:48:47","Jose","US (United States)","00:21:21","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: Lecture Circuit: Part 1 (Episode 16)"
"00:21:22","2016-02-20 04:27:20","Jose","US (United States)","00:21:22","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: Stress Relief: Part 2 (Episode 15)"
"00:22:17","2016-02-20 04:04:52","Jose","US (United States)","00:21:22","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: Stress Relief: Part 1 (Episode 14)"
"00:22:45","2016-02-20 03:41:49","Jose","US (United States)","00:21:21","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: Prince Family Paper (Episode 13)"
"00:21:21","2016-02-20 03:20:22","Jose","US (United States)","00:21:21","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: The Duel (Episode 12)"
"00:21:22","2016-02-20 02:58:55","Jose","US (United States)","00:21:22","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: Moroccan Christmas (Episode 11)"
"00:16:02","2016-02-20 02:42:46","Jose","US (United States)","00:21:35","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: The Surplus (Episode 10)"
"00:01:51","2016-02-20 02:40:45","Jose","US (United States)","00:05:32","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: The Surplus (Episode 10)"
"00:01:54","2016-02-20 02:06:07","Jose","US (United States)","00:01:54","00:01:54","","","Sony CE Sony Core 2013 Smart TV","American Pie"
"00:20:48","2016-02-20 01:34:33","Jose","US (United States)","00:20:49","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: Frame Toby (Episode 9)"
"00:21:22","2016-02-20 01:13:05","Jose","US (United States)","00:21:22","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: Business Trip (Episode 8)"
"00:03:42","2016-02-20 01:08:56","Jose","US (United States)","00:03:42","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: The Surplus (Episode 10)"
"00:00:06","2016-02-20 01:08:26","Jose","US (United States)","00:00:06","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: The Surplus (Episode 10)"
"00:00:12","2016-02-20 00:49:08","Jose","US (United States)","00:00:10","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: The Surplus (Episode 10)"
"00:30:26","2016-02-20 00:40:19","Jose","US (United States)","00:26:38","00:26:38","","","Samsung 2015 Hawk-M UHD TV","Gossip Girl: Season 2: The Goodbye Gossip Girl (Episode 25)"
"00:21:00","2016-02-20 00:28:02","Jose","US (United States)","00:21:01","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: Frame Toby (Episode 9)"
"00:21:22","2016-02-20 00:06:35","Jose","US (United States)","00:21:22","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: Business Trip (Episode 8)"
"00:21:31","2016-02-19 23:44:58","Jose","US (United States)","00:21:31","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: Customer Survey (Episode 7)"
"00:08:18","2016-02-19 23:36:35","Jose","US (United States)","00:21:07","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: Employee Transfer (Episode 6)"
"00:12:50","2016-02-18 18:57:42","Jose","US (United States)","00:12:50","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: Employee Transfer (Episode 6)"
"00:14:49","2016-02-18 18:42:30","Jose","US (United States)","00:21:07","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 5: Crime Aid (Episode 5)"
"00:10:13","2016-02-17 07:38:20","Jose","US (United States)","00:10:15","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 5: Crime Aid (Episode 5)"
"00:21:01","2016-02-17 07:17:15","Jose","US (United States)","00:21:01","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 5: Baby Shower (Episode 4)"
"00:24:22","2016-02-17 06:49:31","Jose","US (United States)","00:21:18","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 5: Business Ethics (Episode 3)"
"00:20:46","2016-02-17 06:23:44","Jose","US (United States)","00:21:01","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 5: Weight Loss: Part 2 (Episode 2)"
"00:22:21","2016-02-17 05:52:43","Jose","US (United States)","00:21:16","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 5: Weight Loss: Part 1 (Episode 1)"
"00:04:18","2016-02-17 05:17:51","Gonzalo","CR (Costa Rica)","01:47:10","01:47:10","","","Apple iPhone 6","La chica de al lado"
"00:41:47","2016-02-17 05:10:49","Jose","US (United States)","00:41:25","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 4: Goodbye, Toby (Episode 14)"
"00:20:17","2016-02-17 04:50:22","Jose","US (United States)","00:20:17","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 4: Job Fair (Episode 13)"
"00:45:14","2016-02-17 04:24:50","Gonzalo","CR (Costa Rica)","00:43:35","00:43:35","","","Apple iPhone 6","Lie to Me: Temporada 2: Falta de candor (episodio 6)"
"00:44:12","2016-02-17 03:48:00","Jose","US (United States)","00:21:45","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 4: Did I Stutter (Episode 12)"
"00:21:29","2016-02-17 03:26:19","Jose","US (United States)","00:20:56","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 4: Night Out (Episode 11)"
"00:21:09","2016-02-17 03:05:04","Jose","US (United States)","00:21:09","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 4: The Chair Model (Episode 10)"
"00:23:06","2016-02-17 02:41:43","Jose","US (United States)","00:21:43","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 4: Dinner Party (Episode 9)"
"00:21:36","2016-02-17 02:19:58","Jose","US (United States)","00:21:13","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 4: The Deposition (Episode 8)"
"00:20:50","2016-02-17 01:45:11","Jose","US (United States)","00:20:50","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 4: Survivor Man (Episode 7)"
"00:21:35","2016-02-17 01:23:30","Jose","US (United States)","00:21:35","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 4: Branch Wars (Episode 6)"
"00:21:09","2016-02-17 01:02:16","Jose","US (United States)","00:21:09","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 4: Local Ad (Episode 5)"
"00:00:01","2016-02-17 00:59:33","Jose","US (United States)","00:00:00","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 4: Local Ad (Episode 5)"
"00:41:43","2016-02-17 00:17:44","Jose","US (United States)","00:41:43","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 4: Money (Episode 4)"
"00:44:00","2016-02-17 00:14:11","Gonzalo","CR (Costa Rica)","00:43:48","00:43:48","","","Apple iPhone 6","Lie to Me: Temporada 2: Lesiones personales graves (episodio 5)"
"00:41:45","2016-02-16 23:35:54","Jose","US (United States)","00:41:45","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 4: Launch Party (Episode 3)"
"00:35:00","2016-02-16 22:48:04","Jose","US (United States)","00:41:45","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 4: Dunder Mifflin Infinity (Episode 2)"
"00:12:34","2016-02-16 21:00:12","Jose","US (United States)","00:41:40","Not latest view","","","Netflix Chrome MAC (Cadmium) HTML 5","Revenge: Season 4: Repercussions (Episode 5)"
"00:06:46","2016-02-16 04:38:38","Jose","US (United States)","00:06:46","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 4: Dunder Mifflin Infinity (Episode 2)"
"00:01:14","2016-02-16 04:37:20","Jose","US (United States)","00:41:24","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 4: Fun Run (Episode 1)"
"00:01:59","2016-02-16 04:34:49","Jose","US (United States)","00:40:14","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 4: Fun Run (Episode 1)"
"02:02:56","2016-02-15 22:34:23","Jose","US (United States)","01:57:59","01:57:59","","","Safari MAC (Cadmium)","King Arthur"
"00:48:55","2016-02-15 21:48:58","Jose","US (United States)","00:38:16","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 4: Fun Run (Episode 1)"
"00:00:55","2016-02-15 21:47:58","Jose","US (United States)","00:42:12","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 3: The Job (Episode 23)"
"00:41:54","2016-02-15 05:16:58","Jose","US (United States)","00:41:54","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 3: The Job (Episode 23)"
"00:06:55","2016-02-15 05:09:46","Jose","US (United States)","00:27:35","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 3: Beach Games (Episode 22)"
"00:23:13","2016-02-15 03:23:35","Jose","US (United States)","00:23:13","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 3: Beach Games (Episode 22)"
"00:28:24","2016-02-15 02:45:25","Jose","US (United States)","00:28:24","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 3: Women's Appreciation (Episode 21)"
"00:00:51","2016-02-15 02:36:38","Gonzalo","CR (Costa Rica)","00:00:51","Not latest view","","","Apple iPhone 6","Lie to Me: Temporada 2: Lesiones personales graves (episodio 5)"
"00:10:20","2016-02-15 02:25:48","Gonzalo","CR (Costa Rica)","00:43:27","00:43:27","","","Apple iPhone 6","Lie to Me: Temporada 2: Querida (episodio 4)"
"00:34:41","2016-02-15 01:58:57","Jose","US (United States)","00:20:39","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 3: Product Recall (Episode 20)"
"00:20:55","2016-02-15 01:37:57","Jose","US (United States)","00:20:55","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 3: Safety Training (Episode 19)"
"00:30:00","2016-02-14 23:54:20","Jose","US (United States)","00:29:00","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 3: The Negotiation (Episode 18)"
"00:21:01","2016-02-14 23:33:13","Jose","US (United States)","00:21:01","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 3: Cocktails (Episode 17)"
"00:28:02","2016-02-14 23:21:51","Gonzalo","CR (Costa Rica)","00:33:23","Not latest view","","","Safari MAC (Cadmium)","Lie to Me: Temporada 2: Querida (episodio 4)"
"00:21:30","2016-02-14 23:11:37","Jose","US (United States)","00:21:30","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 3: Business School (Episode 16)"
"00:23:25","2016-02-14 22:47:15","Jose","US (United States)","00:21:00","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 3: Phyllis's Wedding (Episode 15)"
"00:03:08","2016-02-14 22:44:01","Jose","US (United States)","00:20:47","Not latest view","","","Sony CE Sony Core 2013 Smart TV","The Office (U.S.): Season 3: Ben Franklin (Episode 14)"
"00:00:09","2016-02-14 22:43:40","Jose","US (United States)","00:00:09","Not latest view","","","Sony CE Sony Core 2013 Smart TV","Dope"
"00:00:12","2016-02-14 18:33:41","Jose","US (United States)","00:17:41","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 3: Ben Franklin (Episode 14)"
"00:17:31","2016-02-14 07:14:51","Jose","US (United States)","00:17:31","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 3: Ben Franklin (Episode 14)"
"00:27:55","2016-02-14 06:46:50","Jose","US (United States)","00:27:55","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 3: The Return (Episode 13)"
"00:20:59","2016-02-14 06:25:45","Jose","US (United States)","00:20:59","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 3: Traveling Salesmen (Episode 12)"
"00:21:27","2016-02-14 06:03:53","Jose","US (United States)","00:20:44","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 3: Back from Vacation (Episode 11)"
"00:40:27","2016-02-14 05:23:09","Jose","US (United States)","00:41:28","Not latest view","","","Safari MAC (Cadmium)","The Office (U.S.): Season 3: A Benihana Christmas (Episode 10)"
"00:07:51","2016-02-14 04:49:44","Gonzalo","CR (Costa Rica)","00:07:43","Not latest view","","","Sony PS4","Lie to Me: Temporada 2: Querida (episodio 4)"
"00:44:29","2016-02-14 03:51:41","Gonzalo","CR (Costa Rica)","00:43:31","00:43:31","","","Sony PS4","Lie to Me: Temporada 2: Factor de control (episodio 3)"
"01:56:04","2016-02-14 03:33:49","Jose","US (United States)","02:29:43","Not latest view","","","Safari MAC (Cadmium)","Inglourious Basterds"
"00:42:25","2016-02-14 03:33:48","Jose","US (United States)","00:42:29","Not latest view","","","Safari MAC (Cadmium)","Inglourious Basterds"
"00:18:25","2016-02-14 03:33:19","Gonzalo","CR (Costa Rica)","00:43:24","00:43:24","","","Sony PS4","Lie to Me: Temporada 2: Verdad o consecuencia (episodio 2)"
"00:00:38","2016-02-13 20:38:09","Eri","CR (Costa Rica)","00:00:38","00:00:38","","","Samsung 2014 Novatek UHD TV","Suits: Season 4: One-Two-Three Go... (Episode 1)"
"00:27:09","2016-02-13 17:18:28","Gonzalo","CR (Costa Rica)","00:26:11","Not latest view","","","Sony PS4","Lie to Me: Temporada 2: Verdad o consecuencia (episodio 2)"
"00:22:51","2016-02-13 16:48:57","Gonzalo","CR (Costa Rica)","00:43:24","00:43:24","","","Sony PS4","Lie to Me: Temporada 2: El meollo de la cuestión (episodio 1)"
"00:10:59","2016-02-13 15:32:00","Gonzalo","CR (Costa Rica)","00:20:55","Not latest view","","","Apple iPhone 6","Lie to Me: Temporada 2: El meollo de la cuestión (episodio 1)"
"00:10:23","2016-02-13 00:27:40","Gonzalo","CR (Costa Rica)","00:09:53","Not latest view","","","Apple iPhone 6","Lie to Me: Temporada 2: El meollo de la cuestión (episodio 1)"
"00:29:20","2016-02-12 23:26:36","Jose","US (United States)","00:29:20","Not latest view","","","Netflix Chrome MAC (Cadmium) HTML 5","Revenge: Season 4: Repercussions (Episode 5)"
"00:11:55","2016-02-12 23:14:39","Jose","US (United States)","00:42:37","00:42:37","","","Netflix Chrome MAC (Cadmium) HTML 5","Revenge: Season 4: Meteor (Episode 4)"
